,source,mutation_method,temperature,population_size,num_iterations,best_state,best_score
502,1,add,21,5,100,"[1, 0, 2, 3, 4]",104.1531744
503,1,add,21,5,200,"[1, 0, 2, 3, 4]",104.1531744
504,1,add,21,5,500,"[1, 0, 2, 3, 4]",104.1531744
505,1,add,21,10,10,"[1, 0, 2, 3, 4]",104.1531744
506,1,add,21,10,50,"[1, 0, 2, 3, 4]",104.1531744
507,1,add,21,10,100,"[1, 0, 2, 3, 4]",104.1531744
508,1,add,21,10,200,"[1, 0, 2, 3, 4]",104.1531744
509,1,add,21,10,500,"[1, 0, 2, 3, 4]",104.1531744
510,1,add,21,20,10,"[1, 0, 2, 3, 4]",104.1531744
511,1,add,21,20,50,"[1, 0, 2, 3, 4]",104.1531744
512,1,add,21,20,100,"[1, 0, 2, 3, 4]",104.1531744
513,1,add,21,20,200,"[1, 0, 2, 3, 4]",104.1531744
514,1,add,21,20,500,"[1, 0, 2, 3, 4]",104.1531744
515,1,add,21,50,10,"[1, 0, 2, 3, 4]",104.1531744
516,1,add,21,50,50,"[1, 0, 2, 3, 4]",104.1531744
517,1,add,21,50,100,"[1, 0, 2, 3, 4]",104.1531744
518,1,add,21,50,200,"[1, 0, 2, 3, 4]",104.1531744
519,1,add,21,50,500,"[1, 0, 2, 3, 4]",104.1531744
520,1,add,21,100,10,"[1, 0, 2, 3, 4]",104.1531744
521,1,add,21,100,50,"[1, 0, 2, 3, 4]",104.1531744
522,1,add,21,100,100,"[1, 0, 2, 3, 4]",104.1531744
523,1,add,21,100,200,"[1, 0, 2, 3, 4]",104.1531744
524,1,add,21,100,500,"[1, 0, 2, 3, 4]",104.1531744
525,1,all,1,5,10,"[1, 0, 2, 3, 4]",104.1531744
526,1,all,1,5,50,"[1, 0, 2, 3, 4]",104.1531744
527,1,all,1,5,100,"[1, 0, 2, 3, 4]",104.1531744
528,1,all,1,5,200,"[1, 0, 2, 3, 4]",104.1531744
529,1,all,1,5,500,"[1, 0, 2, 3, 4]",104.1531744
530,1,all,1,10,10,"[1, 0, 2, 4]",104.3284
531,1,all,1,10,50,"[1, 0, 2, 4]",104.3284
532,1,all,1,10,100,"[1, 0, 2, 4]",104.3284
533,1,all,1,10,200,"[1, 0, 2, 4]",104.3284
534,1,all,1,10,500,"[1, 0, 2, 4]",104.3284
535,1,all,1,20,10,"[1, 0, 2, 3, 4]",104.1531744
536,1,all,1,20,50,"[1, 0, 2, 3, 4]",104.1531744
537,1,all,1,20,100,"[1, 0, 2, 3, 4]",104.1531744
538,1,all,1,20,200,"[1, 0, 2, 3, 4]",104.1531744
539,1,all,1,20,500,"[1, 0, 2, 3, 4]",104.1531744
540,1,all,1,50,10,"[1, 0, 2, 3, 4]",104.1531744
541,1,all,1,50,50,"[1, 0, 2, 3, 4]",104.1531744
542,1,all,1,50,100,"[1, 0, 2, 3, 4]",104.1531744
543,1,all,1,50,200,"[1, 0, 2, 3, 4]",104.1531744
544,1,all,1,50,500,"[1, 0, 2, 3, 4]",104.1531744
545,1,all,1,100,10,"[1, 0, 2, 4]",104.3284
546,1,all,1,100,50,"[1, 0, 2, 4]",104.3284
547,1,all,1,100,100,"[1, 0, 2, 4]",104.3284
548,1,all,1,100,200,"[1, 0, 2, 4]",104.3284
549,1,all,1,100,500,"[1, 0, 2, 4]",104.3284
550,1,all,2,5,10,"[1, 0, 2, 3, 4]",104.1531744
551,1,all,2,5,50,"[1, 0, 2, 3, 4]",104.1531744
552,1,all,2,5,100,"[1, 0, 2, 3, 4]",104.1531744
553,1,all,2,5,200,"[1, 0, 2, 3, 4]",104.1531744
554,1,all,2,5,500,"[1, 0, 2, 3, 4]",104.1531744
555,1,all,2,10,10,"[1, 0, 2, 4]",104.3284
556,1,all,2,10,50,"[1, 0, 2, 4]",104.3284
557,1,all,2,10,100,"[1, 0, 2, 4]",104.3284
558,1,all,2,10,200,"[1, 0, 2, 4]",104.3284
559,1,all,2,10,500,"[1, 0, 2, 4]",104.3284
560,1,all,2,20,10,"[1, 0, 2, 3, 4]",104.1531744
561,1,all,2,20,50,"[1, 0, 2, 3, 4]",104.1531744
562,1,all,2,20,100,"[1, 0, 2, 3, 4]",104.1531744
563,1,all,2,20,200,"[1, 0, 2, 3, 4]",104.1531744
564,1,all,2,20,500,"[1, 0, 2, 3, 4]",104.1531744
565,1,all,2,50,10,"[1, 0, 2, 3, 4]",104.1531744
566,1,all,2,50,50,"[1, 0, 2, 3, 4]",104.1531744
567,1,all,2,50,100,"[1, 0, 2, 3, 4]",104.1531744
568,1,all,2,50,200,"[1, 0, 2, 3, 4]",104.1531744
569,1,all,2,50,500,"[1, 0, 2, 3, 4]",104.1531744
570,1,all,2,100,10,"[1, 0, 2, 4]",104.3284
571,1,all,2,100,50,"[1, 0, 2, 4]",104.3284
572,1,all,2,100,100,"[1, 0, 2, 4]",104.3284
573,1,all,2,100,200,"[1, 0, 2, 4]",104.3284
574,1,all,2,100,500,"[1, 0, 2, 4]",104.3284
575,1,all,3,5,10,"[1, 0, 2, 3, 4]",104.1531744
576,1,all,3,5,50,"[1, 0, 2, 3, 4]",104.1531744
577,1,all,3,5,100,"[1, 0, 2, 3, 4]",104.1531744
578,1,all,3,5,200,"[1, 0, 2, 3, 4]",104.1531744
579,1,all,3,5,500,"[1, 0, 2, 3, 4]",104.1531744
580,1,all,3,10,10,"[1, 0, 2, 4]",104.3284
581,1,all,3,10,50,"[1, 0, 2, 4]",104.3284
582,1,all,3,10,100,"[1, 0, 2, 4]",104.3284
583,1,all,3,10,200,"[1, 0, 2, 4]",104.3284
584,1,all,3,10,500,"[1, 0, 2, 4]",104.3284
585,1,all,3,20,10,"[1, 0, 2, 3, 4]",104.1531744
586,1,all,3,20,50,"[1, 0, 2, 3, 4]",104.1531744
587,1,all,3,20,100,"[1, 0, 2, 3, 4]",104.1531744
588,1,all,3,20,200,"[1, 0, 2, 3, 4]",104.1531744
589,1,all,3,20,500,"[1, 0, 2, 3, 4]",104.1531744
590,1,all,3,50,10,"[1, 0, 2, 3, 4]",104.1531744
591,1,all,3,50,50,"[1, 0, 2, 3, 4]",104.1531744
592,1,all,3,50,100,"[1, 0, 2, 3, 4]",104.1531744
593,1,all,3,50,200,"[1, 0, 2, 3, 4]",104.1531744
594,1,all,3,50,500,"[1, 0, 2, 3, 4]",104.1531744
595,1,all,3,100,10,"[1, 0, 2, 3, 4]",104.1531744
596,1,all,3,100,50,"[1, 0, 2, 3, 4]",104.1531744
597,1,all,3,100,100,"[1, 0, 2, 3, 4]",104.1531744
598,1,all,3,100,200,"[1, 0, 2, 3, 4]",104.1531744
599,1,all,3,100,500,"[1, 0, 2, 3, 4]",104.1531744
600,1,all,5,5,10,"[1, 0, 2, 3, 4]",104.1531744
601,1,all,5,5,50,"[1, 0, 2, 3, 4]",104.1531744
602,1,all,5,5,100,"[1, 0, 2, 3, 4]",104.1531744
603,1,all,5,5,200,"[1, 0, 2, 3, 4]",104.1531744
604,1,all,5,5,500,"[1, 0, 2, 3, 4]",104.1531744
605,1,all,5,10,10,"[1, 0, 2, 4]",104.3284
606,1,all,5,10,50,"[1, 0, 2, 4]",104.3284
607,1,all,5,10,100,"[1, 0, 2, 4]",104.3284
608,1,all,5,10,200,"[1, 0, 2, 4]",104.3284
609,1,all,5,10,500,"[1, 0, 2, 4]",104.3284
610,1,all,5,20,10,"[1, 0, 2, 3, 4]",104.1531744
611,1,all,5,20,50,"[1, 0, 2, 3, 4]",104.1531744
612,1,all,5,20,100,"[1, 0, 2, 3, 4]",104.1531744
613,1,all,5,20,200,"[1, 0, 2, 3, 4]",104.1531744
614,1,all,5,20,500,"[1, 0, 2, 3, 4]",104.1531744
615,1,all,5,50,10,"[1, 0, 2, 3, 4]",104.1531744
616,1,all,5,50,50,"[1, 0, 2, 3, 4]",104.1531744
617,1,all,5,50,100,"[1, 0, 2, 3, 4]",104.1531744
618,1,all,5,50,200,"[1, 0, 2, 3, 4]",104.1531744
619,1,all,5,50,500,"[1, 0, 2, 3, 4]",104.1531744
620,1,all,5,100,10,"[1, 0, 2, 3, 4]",104.1531744
621,1,all,5,100,50,"[1, 0, 2, 3, 4]",104.1531744
622,1,all,5,100,100,"[1, 0, 2, 3, 4]",104.1531744
623,1,all,5,100,200,"[1, 0, 2, 3, 4]",104.1531744
624,1,all,5,100,500,"[1, 0, 2, 3, 4]",104.1531744
625,1,all,8,5,10,"[1, 0, 2, 3, 4]",104.1531744
626,1,all,8,5,50,"[1, 0, 2, 3, 4]",104.1531744
627,1,all,8,5,100,"[1, 0, 2, 3, 4]",104.1531744
628,1,all,8,5,200,"[1, 0, 2, 3, 4]",104.1531744
629,1,all,8,5,500,"[1, 0, 2, 3, 4]",104.1531744
630,1,all,8,10,10,"[1, 0, 2, 4]",104.3284
631,1,all,8,10,50,"[1, 0, 2, 4]",104.3284
632,1,all,8,10,100,"[1, 0, 2, 4]",104.3284
633,1,all,8,10,200,"[1, 0, 2, 4]",104.3284
634,1,all,8,10,500,"[1, 0, 2, 4]",104.3284
635,1,all,8,20,10,"[1, 0, 2, 3, 4]",104.1531744
636,1,all,8,20,50,"[1, 0, 2, 3, 4]",104.1531744
637,1,all,8,20,100,"[1, 0, 2, 3, 4]",104.1531744
638,1,all,8,20,200,"[1, 0, 2, 3, 4]",104.1531744
639,1,all,8,20,500,"[1, 0, 2, 3, 4]",104.1531744
640,1,all,8,50,10,"[1, 0, 2, 3, 4]",104.1531744
641,1,all,8,50,50,"[1, 0, 2, 3, 4]",104.1531744
642,1,all,8,50,100,"[1, 0, 2, 3, 4]",104.1531744
643,1,all,8,50,200,"[1, 0, 2, 3, 4]",104.1531744
644,1,all,8,50,500,"[1, 0, 2, 3, 4]",104.1531744
645,1,all,8,100,10,"[1, 0, 2, 3, 4]",104.1531744
646,1,all,8,100,50,"[1, 0, 2, 3, 4]",104.1531744
647,1,all,8,100,100,"[1, 0, 2, 3, 4]",104.1531744
648,1,all,8,100,200,"[1, 0, 2, 3, 4]",104.1531744
649,1,all,8,100,500,"[1, 0, 2, 3, 4]",104.1531744
650,1,all,13,5,10,"[1, 0, 2, 3, 4]",104.1531744
651,1,all,13,5,50,"[1, 0, 2, 3, 4]",104.1531744
652,1,all,13,5,100,"[1, 0, 2, 3, 4]",104.1531744
653,1,all,13,5,200,"[1, 0, 2, 3, 4]",104.1531744
654,1,all,13,5,500,"[1, 0, 2, 3, 4]",104.1531744
655,1,all,13,10,10,"[1, 0, 2, 4]",104.3284
656,1,all,13,10,50,"[1, 0, 2, 4]",104.3284
657,1,all,13,10,100,"[1, 0, 2, 4]",104.3284
658,1,all,13,10,200,"[1, 0, 2, 4]",104.3284
659,1,all,13,10,500,"[1, 0, 2, 4]",104.3284
660,1,all,13,20,10,"[1, 0, 2, 3, 4]",104.1531744
661,1,all,13,20,50,"[1, 0, 2, 3, 4]",104.1531744
662,1,all,13,20,100,"[1, 0, 2, 3, 4]",104.1531744
663,1,all,13,20,200,"[1, 0, 2, 3, 4]",104.1531744
664,1,all,13,20,500,"[1, 0, 2, 3, 4]",104.1531744
665,1,all,13,50,10,"[1, 0, 2, 3, 4]",104.1531744
666,1,all,13,50,50,"[1, 0, 2, 3, 4]",104.1531744
667,1,all,13,50,100,"[1, 0, 2, 3, 4]",104.1531744
668,1,all,13,50,200,"[1, 0, 2, 3, 4]",104.1531744
669,1,all,13,50,500,"[1, 0, 2, 3, 4]",104.1531744
670,1,all,13,100,10,"[1, 0, 2, 3, 4]",104.1531744
671,1,all,13,100,50,"[1, 0, 2, 3, 4]",104.1531744
672,1,all,13,100,100,"[1, 0, 2, 3, 4]",104.1531744
673,1,all,13,100,200,"[1, 0, 2, 3, 4]",104.1531744
674,1,all,13,100,500,"[1, 0, 2, 3, 4]",104.1531744
675,1,all,21,5,10,"[1, 0, 2, 3, 4]",104.1531744
676,1,all,21,5,50,"[1, 0, 2, 3, 4]",104.1531744
677,1,all,21,5,100,"[1, 0, 2, 3, 4]",104.1531744
678,1,all,21,5,200,"[1, 0, 2, 3, 4]",104.1531744
679,1,all,21,5,500,"[1, 0, 2, 3, 4]",104.1531744
680,1,all,21,10,10,"[1, 0, 2, 4]",104.3284
681,1,all,21,10,50,"[1, 0, 2, 4]",104.3284
682,1,all,21,10,100,"[1, 0, 2, 4]",104.3284
683,1,all,21,10,200,"[1, 0, 2, 4]",104.3284
684,1,all,21,10,500,"[1, 0, 2, 4]",104.3284
685,1,all,21,20,10,"[1, 0, 2, 3, 4]",104.1531744
686,1,all,21,20,50,"[1, 0, 2, 3, 4]",104.1531744
687,1,all,21,20,100,"[1, 0, 2, 3, 4]",104.1531744
688,1,all,21,20,200,"[1, 0, 2, 3, 4]",104.1531744
689,1,all,21,20,500,"[1, 0, 2, 3, 4]",104.1531744
690,1,all,21,50,10,"[1, 0, 2, 3, 4]",104.1531744
691,1,all,21,50,50,"[1, 0, 2, 3, 4]",104.1531744
692,1,all,21,50,100,"[1, 0, 2, 3, 4]",104.1531744
693,1,all,21,50,200,"[1, 0, 2, 3, 4]",104.1531744
694,1,all,21,50,500,"[1, 0, 2, 3, 4]",104.1531744
695,1,all,21,100,10,"[1, 0, 2, 3, 4]",104.1531744
696,1,all,21,100,50,"[1, 0, 2, 3, 4]",104.1531744
697,1,all,21,100,100,"[1, 0, 2, 3, 4]",104.1531744
698,1,all,21,100,200,"[1, 0, 2, 3, 4]",104.1531744
699,1,all,21,100,500,"[1, 0, 2, 3, 4]",104.1531744
700,2,shuffle,1,5,10,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
701,2,shuffle,1,5,50,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
702,2,shuffle,1,5,100,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
703,2,shuffle,1,5,200,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
704,2,shuffle,1,5,500,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
705,2,shuffle,1,10,10,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
706,2,shuffle,1,10,50,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
707,2,shuffle,1,10,100,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
708,2,shuffle,1,10,200,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
709,2,shuffle,1,10,500,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
710,2,shuffle,1,20,10,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
711,2,shuffle,1,20,50,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
712,2,shuffle,1,20,100,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
713,2,shuffle,1,20,200,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
714,2,shuffle,1,20,500,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
715,2,shuffle,1,50,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
716,2,shuffle,1,50,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
717,2,shuffle,1,50,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
718,2,shuffle,1,50,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
719,2,shuffle,1,50,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
720,2,shuffle,1,100,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
721,2,shuffle,1,100,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
722,2,shuffle,1,100,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
723,2,shuffle,1,100,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
724,2,shuffle,1,100,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
725,2,shuffle,2,5,10,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
726,2,shuffle,2,5,50,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
727,2,shuffle,2,5,100,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
728,2,shuffle,2,5,200,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
729,2,shuffle,2,5,500,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
730,2,shuffle,2,10,10,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
731,2,shuffle,2,10,50,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
732,2,shuffle,2,10,100,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
733,2,shuffle,2,10,200,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
734,2,shuffle,2,10,500,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
735,2,shuffle,2,20,10,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
736,2,shuffle,2,20,50,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
737,2,shuffle,2,20,100,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
738,2,shuffle,2,20,200,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
739,2,shuffle,2,20,500,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
740,2,shuffle,2,50,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
741,2,shuffle,2,50,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
742,2,shuffle,2,50,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
743,2,shuffle,2,50,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
744,2,shuffle,2,50,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
745,2,shuffle,2,100,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
746,2,shuffle,2,100,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
747,2,shuffle,2,100,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
748,2,shuffle,2,100,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
749,2,shuffle,2,100,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
750,2,shuffle,3,5,10,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
751,2,shuffle,3,5,50,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
752,2,shuffle,3,5,100,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
753,2,shuffle,3,5,200,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
754,2,shuffle,3,5,500,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
755,2,shuffle,3,10,10,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
756,2,shuffle,3,10,50,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
757,2,shuffle,3,10,100,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
758,2,shuffle,3,10,200,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
759,2,shuffle,3,10,500,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
760,2,shuffle,3,20,10,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
761,2,shuffle,3,20,50,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
762,2,shuffle,3,20,100,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
763,2,shuffle,3,20,200,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
764,2,shuffle,3,20,500,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
765,2,shuffle,3,50,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
766,2,shuffle,3,50,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
767,2,shuffle,3,50,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
768,2,shuffle,3,50,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
769,2,shuffle,3,50,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
770,2,shuffle,3,100,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
771,2,shuffle,3,100,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
772,2,shuffle,3,100,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
773,2,shuffle,3,100,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
774,2,shuffle,3,100,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
775,2,shuffle,5,5,10,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
776,2,shuffle,5,5,50,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
777,2,shuffle,5,5,100,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
778,2,shuffle,5,5,200,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
779,2,shuffle,5,5,500,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
780,2,shuffle,5,10,10,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
781,2,shuffle,5,10,50,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
782,2,shuffle,5,10,100,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
783,2,shuffle,5,10,200,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
784,2,shuffle,5,10,500,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
785,2,shuffle,5,20,10,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
786,2,shuffle,5,20,50,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
787,2,shuffle,5,20,100,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
788,2,shuffle,5,20,200,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
789,2,shuffle,5,20,500,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
790,2,shuffle,5,50,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
791,2,shuffle,5,50,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
792,2,shuffle,5,50,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
793,2,shuffle,5,50,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
794,2,shuffle,5,50,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
795,2,shuffle,5,100,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
796,2,shuffle,5,100,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
797,2,shuffle,5,100,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
798,2,shuffle,5,100,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
799,2,shuffle,5,100,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
800,2,shuffle,8,5,10,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
801,2,shuffle,8,5,50,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
802,2,shuffle,8,5,100,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
803,2,shuffle,8,5,200,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
804,2,shuffle,8,5,500,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
805,2,shuffle,8,10,10,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
806,2,shuffle,8,10,50,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
807,2,shuffle,8,10,100,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
808,2,shuffle,8,10,200,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
809,2,shuffle,8,10,500,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
810,2,shuffle,8,20,10,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
811,2,shuffle,8,20,50,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
812,2,shuffle,8,20,100,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
813,2,shuffle,8,20,200,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
814,2,shuffle,8,20,500,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
815,2,shuffle,8,50,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
816,2,shuffle,8,50,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
817,2,shuffle,8,50,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
818,2,shuffle,8,50,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
819,2,shuffle,8,50,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
820,2,shuffle,8,100,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
821,2,shuffle,8,100,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
822,2,shuffle,8,100,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
823,2,shuffle,8,100,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
824,2,shuffle,8,100,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
825,2,shuffle,13,5,10,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
826,2,shuffle,13,5,50,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
827,2,shuffle,13,5,100,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
828,2,shuffle,13,5,200,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
829,2,shuffle,13,5,500,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
830,2,shuffle,13,10,10,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
831,2,shuffle,13,10,50,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
832,2,shuffle,13,10,100,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
833,2,shuffle,13,10,200,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
834,2,shuffle,13,10,500,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
835,2,shuffle,13,20,10,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
