,source,mutation_method,num_iterations,population_size,selection_type,best_state,best_score
390,2,all,200,5,tournament,"[3, 5]",2.0
391,2,all,200,10,tournament,"[3, 5]",2.0
392,2,all,200,20,tournament,"[3, 5]",2.0
393,2,all,200,50,tournament,"[3, 5]",2.0
394,2,all,200,100,tournament,"[3, 5]",2.0
395,2,all,500,5,tournament,"[3, 5]",2.0
396,2,all,500,10,tournament,"[3, 5]",2.0
397,2,all,500,20,tournament,"[3, 5]",2.0
398,2,all,500,50,tournament,"[3, 5]",2.0
399,2,all,500,100,tournament,"[3, 5]",2.0
400,2,shuffle,10,5,roulette,"[3, 0, 2, 5]",0.25
401,2,shuffle,10,10,roulette,"[3, 3, 5]",1.0
402,2,shuffle,10,20,roulette,"[3, 3, 5]",1.0
403,2,shuffle,10,50,roulette,"[3, 3, 5]",1.0
404,2,shuffle,10,100,roulette,"[3, 0, 1, 5]",1.0
405,2,shuffle,50,5,roulette,"[3, 0, 2, 5]",0.25
406,2,shuffle,50,10,roulette,"[3, 3, 5]",1.0
407,2,shuffle,50,20,roulette,"[3, 3, 5]",1.0
408,2,shuffle,50,50,roulette,"[3, 3, 5]",1.0
409,2,shuffle,50,100,roulette,"[3, 0, 1, 5]",1.0
410,2,shuffle,100,5,roulette,"[3, 0, 2, 5]",0.25
411,2,shuffle,100,10,roulette,"[3, 3, 5]",1.0
412,2,shuffle,100,20,roulette,"[3, 3, 5]",1.0
413,2,shuffle,100,50,roulette,"[3, 3, 5]",1.0
414,2,shuffle,100,100,roulette,"[3, 0, 1, 5]",1.0
415,2,shuffle,200,5,roulette,"[3, 0, 2, 5]",0.25
416,2,shuffle,200,10,roulette,"[3, 3, 5]",1.0
417,2,shuffle,200,20,roulette,"[3, 3, 5]",1.0
418,2,shuffle,200,50,roulette,"[3, 3, 5]",1.0
419,2,shuffle,200,100,roulette,"[3, 0, 1, 5]",1.0
420,2,shuffle,500,5,roulette,"[3, 0, 2, 5]",0.25
421,2,shuffle,500,10,roulette,"[3, 3, 5]",1.0
422,2,shuffle,500,20,roulette,"[3, 3, 5]",1.0
423,2,shuffle,500,50,roulette,"[3, 3, 5]",1.0
424,2,shuffle,500,100,roulette,"[3, 0, 1, 5]",1.0
425,2,swap,10,5,roulette,"[3, 1, 6, 5]",0.125
426,2,swap,10,10,roulette,"[3, 3, 5]",1.0
427,2,swap,10,20,roulette,"[3, 0, 1, 5]",1.0
428,2,swap,10,50,roulette,"[3, 0, 1, 5]",1.0
429,2,swap,10,100,roulette,"[3, 3, 5]",1.0
430,2,swap,50,5,roulette,"[3, 1, 6, 5]",0.125
431,2,swap,50,10,roulette,"[3, 3, 5]",1.0
432,2,swap,50,20,roulette,"[3, 0, 1, 5]",1.0
433,2,swap,50,50,roulette,"[3, 0, 1, 5]",1.0
434,2,swap,50,100,roulette,"[3, 3, 5]",1.0
435,2,swap,100,5,roulette,"[3, 1, 6, 5]",0.125
436,2,swap,100,10,roulette,"[3, 3, 5]",1.0
437,2,swap,100,20,roulette,"[3, 0, 1, 5]",1.0
438,2,swap,100,50,roulette,"[3, 0, 1, 5]",1.0
439,2,swap,100,100,roulette,"[3, 3, 5]",1.0
440,2,swap,200,5,roulette,"[3, 1, 6, 5]",0.125
441,2,swap,200,10,roulette,"[3, 3, 5]",1.0
442,2,swap,200,20,roulette,"[3, 0, 1, 5]",1.0
443,2,swap,200,50,roulette,"[3, 0, 1, 5]",1.0
444,2,swap,200,100,roulette,"[3, 3, 5]",1.0
445,2,swap,500,5,roulette,"[3, 1, 6, 5]",0.125
446,2,swap,500,10,roulette,"[3, 3, 5]",1.0
447,2,swap,500,20,roulette,"[3, 0, 1, 5]",1.0
448,2,swap,500,50,roulette,"[3, 0, 1, 5]",1.0
449,2,swap,500,100,roulette,"[3, 3, 5]",1.0
450,2,add,10,5,roulette,"[3, 5]",2.0
451,2,add,10,10,roulette,"[3, 0, 1, 5]",1.0
452,2,add,10,20,roulette,"[3, 5]",2.0
453,2,add,10,50,roulette,"[3, 5]",2.0
454,2,add,10,100,roulette,"[3, 5]",2.0
455,2,add,50,5,roulette,"[3, 5]",2.0
456,2,add,50,10,roulette,"[3, 5]",2.0
457,2,add,50,20,roulette,"[3, 5]",2.0
458,2,add,50,50,roulette,"[3, 5]",2.0
459,2,add,50,100,roulette,"[3, 5]",2.0
460,2,add,100,5,roulette,"[3, 5]",2.0
461,2,add,100,10,roulette,"[3, 5]",2.0
462,2,add,100,20,roulette,"[3, 5]",2.0
463,2,add,100,50,roulette,"[3, 5]",2.0
464,2,add,100,100,roulette,"[3, 5]",2.0
465,2,add,200,5,roulette,"[3, 5]",2.0
466,2,add,200,10,roulette,"[3, 5]",2.0
467,2,add,200,20,roulette,"[3, 5]",2.0
468,2,add,200,50,roulette,"[3, 5]",2.0
469,2,add,200,100,roulette,"[3, 5]",2.0
470,2,add,500,5,roulette,"[3, 5]",2.0
471,2,add,500,10,roulette,"[3, 5]",2.0
472,2,add,500,20,roulette,"[3, 5]",2.0
473,2,add,500,50,roulette,"[3, 5]",2.0
474,2,add,500,100,roulette,"[3, 5]",2.0
475,2,all,10,5,roulette,"[3, 5]",2.0
476,2,all,10,10,roulette,"[3, 5]",2.0
477,2,all,10,20,roulette,"[3, 5]",2.0
478,2,all,10,50,roulette,"[3, 5]",2.0
479,2,all,10,100,roulette,"[3, 5]",2.0
480,2,all,50,5,roulette,"[3, 5]",2.0
481,2,all,50,10,roulette,"[3, 5]",2.0
482,2,all,50,20,roulette,"[3, 5]",2.0
483,2,all,50,50,roulette,"[3, 5]",2.0
484,2,all,50,100,roulette,"[3, 5]",2.0
485,2,all,100,5,roulette,"[3, 5]",2.0
486,2,all,100,10,roulette,"[3, 5]",2.0
487,2,all,100,20,roulette,"[3, 5]",2.0
488,2,all,100,50,roulette,"[3, 5]",2.0
489,2,all,100,100,roulette,"[3, 5]",2.0
490,2,all,200,5,roulette,"[3, 5]",2.0
491,2,all,200,10,roulette,"[3, 5]",2.0
492,2,all,200,20,roulette,"[3, 5]",2.0
493,2,all,200,50,roulette,"[3, 5]",2.0
494,2,all,200,100,roulette,"[3, 5]",2.0
495,2,all,500,5,roulette,"[3, 5]",2.0
496,2,all,500,10,roulette,"[3, 5]",2.0
497,2,all,500,20,roulette,"[3, 5]",2.0
498,2,all,500,50,roulette,"[3, 5]",2.0
499,2,all,500,100,roulette,"[3, 5]",2.0
500,2,shuffle,10,5,threshold,"[3, 7, 1, 5]",0.25
501,2,shuffle,10,10,threshold,"[3, 2, 5]",0.25
502,2,shuffle,10,20,threshold,"[8, 4, 5]",0.25
503,2,shuffle,10,50,threshold,"[3, 1, 3, 5]",0.5
504,2,shuffle,10,100,threshold,"[3, 0, 3, 5]",1.0
505,2,shuffle,50,5,threshold,"[3, 1, 5]",0.5
506,2,shuffle,50,10,threshold,"[3, 2, 5]",0.25
507,2,shuffle,50,20,threshold,"[8, 4, 5]",0.25
508,2,shuffle,50,50,threshold,"[3, 3, 5]",1.0
509,2,shuffle,50,100,threshold,"[3, 0, 3, 5]",1.0
510,2,shuffle,100,5,threshold,"[3, 1, 5]",0.5
511,2,shuffle,100,10,threshold,"[3, 2, 5]",0.25
512,2,shuffle,100,20,threshold,"[8, 4, 5]",0.25
513,2,shuffle,100,50,threshold,"[3, 3, 5]",1.0
514,2,shuffle,100,100,threshold,"[3, 0, 3, 5]",1.0
515,2,shuffle,200,5,threshold,"[3, 1, 5]",0.5
516,2,shuffle,200,10,threshold,"[3, 2, 5]",0.25
517,2,shuffle,200,20,threshold,"[8, 4, 5]",0.25
518,2,shuffle,200,50,threshold,"[3, 3, 5]",1.0
519,2,shuffle,200,100,threshold,"[3, 0, 3, 5]",1.0
520,2,shuffle,500,5,threshold,"[3, 1, 5]",0.5
521,2,shuffle,500,10,threshold,"[3, 2, 5]",0.25
522,2,shuffle,500,20,threshold,"[8, 4, 5]",0.25
523,2,shuffle,500,50,threshold,"[3, 3, 5]",1.0
524,2,shuffle,500,100,threshold,"[3, 0, 3, 5]",1.0
525,2,swap,10,5,threshold,"[3, 2, 5]",0.25
526,2,swap,10,10,threshold,"[3, 3, 5]",1.0
527,2,swap,10,20,threshold,"[3, 1, 5]",0.5
528,2,swap,10,50,threshold,"[3, 0, 1, 5]",1.0
529,2,swap,10,100,threshold,"[3, 3, 5]",1.0
530,2,swap,50,5,threshold,"[3, 2, 5]",0.25
531,2,swap,50,10,threshold,"[3, 3, 5]",1.0
532,2,swap,50,20,threshold,"[3, 1, 5]",0.5
533,2,swap,50,50,threshold,"[3, 0, 1, 5]",1.0
534,2,swap,50,100,threshold,"[3, 3, 5]",1.0
535,2,swap,100,5,threshold,"[3, 2, 5]",0.25
536,2,swap,100,10,threshold,"[3, 3, 5]",1.0
537,2,swap,100,20,threshold,"[3, 1, 5]",0.5
538,2,swap,100,50,threshold,"[3, 0, 1, 5]",1.0
539,2,swap,100,100,threshold,"[3, 3, 5]",1.0
540,2,swap,200,5,threshold,"[3, 2, 5]",0.25
541,2,swap,200,10,threshold,"[3, 3, 5]",1.0
542,2,swap,200,20,threshold,"[3, 1, 5]",0.5
543,2,swap,200,50,threshold,"[3, 0, 1, 5]",1.0
544,2,swap,200,100,threshold,"[3, 3, 5]",1.0
545,2,swap,500,5,threshold,"[3, 2, 5]",0.25
546,2,swap,500,10,threshold,"[3, 3, 5]",1.0
547,2,swap,500,20,threshold,"[3, 1, 5]",0.5
548,2,swap,500,50,threshold,"[3, 0, 1, 5]",1.0
549,2,swap,500,100,threshold,"[3, 3, 5]",1.0
550,2,add,10,5,threshold,"[3, 1, 5]",0.5
551,2,add,10,10,threshold,"[3, 5]",2.0
552,2,add,10,20,threshold,"[3, 5]",2.0
553,2,add,10,50,threshold,"[3, 5]",2.0
554,2,add,10,100,threshold,"[3, 5]",2.0
555,2,add,50,5,threshold,"[3, 5]",2.0
556,2,add,50,10,threshold,"[3, 5]",2.0
557,2,add,50,20,threshold,"[3, 5]",2.0
558,2,add,50,50,threshold,"[3, 5]",2.0
559,2,add,50,100,threshold,"[3, 5]",2.0
560,2,add,100,5,threshold,"[3, 5]",2.0
561,2,add,100,10,threshold,"[3, 5]",2.0
562,2,add,100,20,threshold,"[3, 5]",2.0
563,2,add,100,50,threshold,"[3, 5]",2.0
564,2,add,100,100,threshold,"[3, 5]",2.0
565,2,add,200,5,threshold,"[3, 5]",2.0
566,2,add,200,10,threshold,"[3, 5]",2.0
567,2,add,200,20,threshold,"[3, 5]",2.0
568,2,add,200,50,threshold,"[3, 5]",2.0
569,2,add,200,100,threshold,"[3, 5]",2.0
570,2,add,500,5,threshold,"[3, 5]",2.0
571,2,add,500,10,threshold,"[3, 5]",2.0
572,2,add,500,20,threshold,"[3, 5]",2.0
573,2,add,500,50,threshold,"[3, 5]",2.0
574,2,add,500,100,threshold,"[3, 5]",2.0
575,2,all,10,5,threshold,"[3, 1, 5]",0.5
576,2,all,10,10,threshold,"[3, 1, 3, 5]",0.5
577,2,all,10,20,threshold,"[3, 5]",2.0
578,2,all,10,50,threshold,"[3, 5]",2.0
579,2,all,10,100,threshold,"[3, 5]",2.0
580,2,all,50,5,threshold,"[3, 5]",2.0
581,2,all,50,10,threshold,"[3, 1, 3, 5]",0.5
582,2,all,50,20,threshold,"[3, 5]",2.0
583,2,all,50,50,threshold,"[3, 5]",2.0
584,2,all,50,100,threshold,"[3, 5]",2.0
585,2,all,100,5,threshold,"[3, 5]",2.0
586,2,all,100,10,threshold,"[3, 1, 3, 5]",0.5
587,2,all,100,20,threshold,"[3, 5]",2.0
588,2,all,100,50,threshold,"[3, 5]",2.0
589,2,all,100,100,threshold,"[3, 5]",2.0
590,2,all,200,5,threshold,"[3, 5]",2.0
591,2,all,200,10,threshold,"[3, 1, 3, 5]",0.5
592,2,all,200,20,threshold,"[3, 5]",2.0
593,2,all,200,50,threshold,"[3, 5]",2.0
594,2,all,200,100,threshold,"[3, 5]",2.0
595,2,all,500,5,threshold,"[3, 5]",2.0
596,2,all,500,10,threshold,"[3, 1, 3, 5]",0.5
597,2,all,500,20,threshold,"[3, 5]",2.0
598,2,all,500,50,threshold,"[3, 5]",2.0
599,2,all,500,100,threshold,"[3, 5]",2.0
